run_accession,study_accession,sample_accession,tax_id,scientific_name,submitted_ftp,StrainID,AccessionIDs,ST,Cefoxitin,Erythromycin,Tetracycline,Rifampicin,FusidicAcid,Gentamicin,Chloramphenicol,Mupirocin,Linezolid,Ciprofloxacin,Trimethoprim
ERR3826177,PRJEB32286,SAMEA5672538,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826177/HICF0310_396754.pe.markdup.bam,HICF0310,ERS3476542,22,R,R,S,S,S,R,S,R,S,R,-
ERR3826178,PRJEB32286,SAMEA5672539,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826178/HICF0311_396952.pe.markdup.bam,HICF0311,ERS3476543,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826179,PRJEB32286,SAMEA5672540,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826179/HICF0312_397195.pe.markdup.bam,HICF0312,ERS3476544,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826180,PRJEB32286,SAMEA5672541,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826180/HICF0313rpt1_505968.pe.markdup.bam,HICF0313,ERS3476545,2371,R,R,S,S,S,R,S,S,S,R,-
ERR3826181,PRJEB32286,SAMEA5672542,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826181/HICF0314rpt1_506115.pe.markdup.bam,HICF0314,ERS3476546,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826182,PRJEB32286,SAMEA5672543,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826182/HICF0315rpt1_506037.pe.markdup.bam,HICF0315,ERS3476547,22,R,S,S,S,S,R,S,S,S,R,-
ERR3826183,PRJEB32286,SAMEA5672544,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826183/HICF0316rpt1_506097.pe.markdup.bam,HICF0316,ERS3476548,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826184,PRJEB32286,SAMEA5672545,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826184/HICF0317rpt1_505773.pe.markdup.bam,HICF0317,ERS3476549,5,R,S,S,S,S,S,S,S,S,S,-
ERR3826185,PRJEB32286,SAMEA5672546,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826185/HICF0318rpt1_397264.pe.markdup.bam,HICF0318,ERS3476550,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826186,PRJEB32286,SAMEA5672547,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826186/HICF0320rpt1_505815.pe.markdup.bam,HICF0320,ERS3476551,5,R,S,S,S,S,S,-,-,-,-,-
ERR3826187,PRJEB32286,SAMEA5672548,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826187/HICF0321rpt1_505836.pe.markdup.bam,HICF0321,ERS3476552,398,R,-,-,-,-,R,S,S,S,R,R
ERR3826188,PRJEB32286,SAMEA5672549,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826188/HICF0322rpt1_505515.pe.markdup.bam,HICF0322,ERS3476553,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826189,PRJEB32286,SAMEA5672550,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826189/HICF0325_396661.pe.markdup.bam,HICF0325,ERS3476554,22,R,S,S,S,S,S,-,-,-,-,-
ERR3826190,PRJEB32286,SAMEA5672551,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826190/HICF0326rpt2_505428.pe.markdup.bam,HICF0326,ERS3476555,8,R,R,S,S,S,S,-,-,-,-,-
ERR3826191,PRJEB32286,SAMEA5672552,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826191/HICF0327rpt2_505524.pe.markdup.bam,HICF0327,ERS3476556,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826192,PRJEB32286,SAMEA5672553,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826192/HICF0328rpt1_506154.pe.markdup.bam,HICF0328,ERS3476557,5,R,S,S,S,S,S,S,S,S,S,-
ERR3826193,PRJEB32286,SAMEA5672554,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826193/HICF0329rpt2_505998.pe.markdup.bam,HICF0329,ERS3476558,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826194,PRJEB32286,SAMEA5672555,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826194/HICF0330rpt1_505464.pe.markdup.bam,HICF0330,ERS3476559,1,R,S,S,S,R,S,S,S,S,S,-
ERR3826195,PRJEB32286,SAMEA5672556,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826195/HICF0331rpt1_505434.pe.markdup.bam,HICF0331,ERS3476560,45,R,-,-,-,-,-,-,-,-,-,-
ERR3826196,PRJEB32286,SAMEA5672557,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826196/HICF0332_396445.pe.markdup.bam,HICF0332,ERS3476561,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826197,PRJEB32286,SAMEA5672558,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826197/HICF0333rpt2_506124.pe.markdup.bam,HICF0333,ERS3476562,59,R,-,-,-,-,-,-,-,-,-,-
ERR3826198,PRJEB32286,SAMEA5672559,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826198/HICF0334rpt1_505953.pe.markdup.bam,HICF0334,ERS3476563,8,R,R,S,S,S,S,S,S,S,S,-
ERR3826199,PRJEB32286,SAMEA5672560,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826199/HICF0336rpt1_505830.pe.markdup.bam,HICF0336,ERS3476564,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826200,PRJEB32286,SAMEA5672561,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826200/HICF0337_396943.pe.markdup.bam,HICF0337,ERS3476565,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826201,PRJEB32286,SAMEA5672562,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826201/HICF0338_396820.pe.markdup.bam,HICF0338,ERS3476566,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826202,PRJEB32286,SAMEA5672576,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826202/HICF0339_397048.pe.markdup.bam,HICF0339,ERS3476580,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826203,PRJEB32286,SAMEA5672577,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826203/HICF0340_396757.pe.markdup.bam,HICF0340,ERS3476581,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826204,PRJEB32286,SAMEA5672578,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826204/HICF0341_397060.pe.markdup.bam,HICF0341,ERS3476582,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826205,PRJEB32286,SAMEA5672579,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826205/HICF0343_396529.pe.markdup.bam,HICF0343,ERS3476583,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826206,PRJEB32286,SAMEA5672580,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826206/HICF0344_397039.pe.markdup.bam,HICF0344,ERS3476584,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826207,PRJEB32286,SAMEA5672581,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826207/HICF0345rpt1_395986.pe.markdup.bam,HICF0345,ERS3476585,59,R,R,S,S,R,S,S,R,S,R,-
ERR3826208,PRJEB32286,SAMEA5672582,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826208/HICF0347_396523.pe.markdup.bam,HICF0347,ERS3476586,149,R,S,S,S,R,S,S,S,S,S,-
ERR3826209,PRJEB32286,SAMEA5672563,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826209/HICF0349_395923.pe.markdup.bam,HICF0349,ERS3476567,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826210,PRJEB32286,SAMEA5672564,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826210/HICF0351_396619.pe.markdup.bam,HICF0351,ERS3476568,338,R,R,R,S,S,S,-,-,-,-,-
ERR3826211,PRJEB32286,SAMEA5672565,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826211/HICF0352_396913.pe.markdup.bam,HICF0352,ERS3476569,36,R,R,S,S,S,S,S,S,S,R,-
ERR3826212,PRJEB32286,SAMEA5672566,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826212/HICF0353_397078.pe.markdup.bam,HICF0353,ERS3476570,3305,R,S,S,S,S,S,S,S,S,R,-
ERR3826213,PRJEB32286,SAMEA5672567,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826213/HICF0354_397429.pe.markdup.bam,HICF0354,ERS3476571,1,R,R,R,S,S,S,S,S,S,S,-
ERR3826214,PRJEB32286,SAMEA5672568,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826214/HICF0355_397501.pe.markdup.bam,HICF0355,ERS3476572,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826215,PRJEB32286,SAMEA5672569,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826215/HICF0356_396901.pe.markdup.bam,HICF0356,ERS3476573,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826216,PRJEB32286,SAMEA5672570,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826216/HICF0357_397192.pe.markdup.bam,HICF0357,ERS3476574,59,R,S,S,S,R,S,S,I,S,S,-
ERR3826217,PRJEB32286,SAMEA5672571,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826217/HICF0358_397549.pe.markdup.bam,HICF0358,ERS3476575,8,R,R,S,S,S,S,-,-,-,-,-
ERR3826218,PRJEB32286,SAMEA5672572,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826218/HICF0361_396070.pe.markdup.bam,HICF0361,ERS3476576,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826219,PRJEB32286,SAMEA5672573,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826219/HICF0362_397576.pe.markdup.bam,HICF0362,ERS3476577,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826220,PRJEB32286,SAMEA5672574,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826220/HICF0363_397552.pe.markdup.bam,HICF0363,ERS3476578,59,R,-,-,-,-,-,-,-,-,-,-
ERR3826221,PRJEB32286,SAMEA5672575,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826221/HICF0364_397162.pe.markdup.bam,HICF0364,ERS3476579,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826222,PRJEB32286,SAMEA5672583,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826222/HICF0365_396892.pe.markdup.bam,HICF0365,ERS3476587,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826223,PRJEB32286,SAMEA5672584,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826223/HICF0366_396526.pe.markdup.bam,HICF0366,ERS3476588,8,R,R,R,S,R,S,S,S,S,R,-
ERR3826224,PRJEB32286,SAMEA5672585,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826224/HICF0367_396322.pe.markdup.bam,HICF0367,ERS3476589,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826225,PRJEB32286,SAMEA5672586,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826225/HICF0368_397168.pe.markdup.bam,HICF0368,ERS3476590,72,R,R,S,S,S,S,S,S,S,S,-
ERR3826226,PRJEB32286,SAMEA5672587,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826226/HICF0369_396793.pe.markdup.bam,HICF0369,ERS3476591,149,R,-,-,-,-,-,-,-,-,-,-
ERR3826227,PRJEB32286,SAMEA5672588,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826227/HICF0370_396301.pe.markdup.bam,HICF0370,ERS3476592,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826228,PRJEB32286,SAMEA5672589,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826228/HICF0371_396547.pe.markdup.bam,HICF0371,ERS3476593,5,R,S,S,S,R,S,S,S,S,S,-
ERR3826229,PRJEB32286,SAMEA5672590,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826229/HICF0372_397555.pe.markdup.bam,HICF0372,ERS3476594,22,R,-,-,-,-,S,S,S,S,R,R
ERR3826230,PRJEB32286,SAMEA5672591,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826230/HICF0373_397579.pe.markdup.bam,HICF0373,ERS3476595,22,R,R,R,S,R,S,S,S,S,R,-
ERR3826231,PRJEB32286,SAMEA5672592,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826231/HICF0375_397201.pe.markdup.bam,HICF0375,ERS3476596,1,R,R,R,S,S,S,S,S,S,S,-
ERR3826232,PRJEB32286,SAMEA5672593,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826232/HICF0376_396538.pe.markdup.bam,HICF0376,ERS3476597,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826233,PRJEB32286,SAMEA5672594,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826233/HICF0378_395932.pe.markdup.bam,HICF0378,ERS3476598,36,R,R,S,S,S,R,S,R,S,R,-
ERR3826234,PRJEB32286,SAMEA5672595,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826234/HICF0379_396172.pe.markdup.bam,HICF0379,ERS3476599,59,R,-,-,-,-,-,-,-,-,-,-
ERR3826235,PRJEB32286,SAMEA5672596,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826235/HICF0380_396004.pe.markdup.bam,HICF0380,ERS3476600,8,R,R,S,S,S,S,S,S,S,S,-
ERR3826236,PRJEB32286,SAMEA5672597,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826236/HICF0381_396286.pe.markdup.bam,HICF0381,ERS3476601,80,R,S,R,S,R,S,S,S,S,S,-
ERR3826237,PRJEB32286,SAMEA5672598,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826237/HICF0382_396067.pe.markdup.bam,HICF0382,ERS3476602,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826238,PRJEB32286,SAMEA5672599,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826238/HICF0383_395848.pe.markdup.bam,HICF0383,ERS3476603,45,R,R,S,S,R,S,S,S,S,S,-
ERR3826239,PRJEB32286,SAMEA5672600,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826239/HICF0385_397612.pe.markdup.bam,HICF0385,ERS3476604,97,R,S,S,S,S,S,S,S,S,S,-
ERR3826240,PRJEB32286,SAMEA5672601,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826240/HICF0386_396427.pe.markdup.bam,HICF0386,ERS3476605,45,R,-,-,-,-,-,-,-,-,-,-
ERR3826241,PRJEB32286,SAMEA5672602,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826241/HICF0387_397159.pe.markdup.bam,HICF0387,ERS3476606,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826243,PRJEB32286,SAMEA5672604,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826243/HICF0389_395995.pe.markdup.bam,HICF0389,ERS3476608,59,R,S,S,S,R,S,S,S,S,R,-
ERR3826244,PRJEB32286,SAMEA5672605,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826244/HICF0390_396370.pe.markdup.bam,HICF0390,ERS3476609,97,R,S,S,S,S,S,S,S,S,S,-
ERR3826245,PRJEB32286,SAMEA5672606,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826245/HICF0391_396160.pe.markdup.bam,HICF0391,ERS3476610,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826246,PRJEB32286,SAMEA5672607,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826246/HICF0393_396472.pe.markdup.bam,HICF0393,ERS3476611,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826247,PRJEB32286,SAMEA5672608,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826247/HICF0395_397033.pe.markdup.bam,HICF0395,ERS3476612,5,R,-,-,-,-,-,-,-,-,-,-
ERR3826248,PRJEB32286,SAMEA5672609,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826248/HICF0396rpt1_505389.pe.markdup.bam,HICF0396,ERS3476613,8,R,S,S,S,S,S,S,S,S,S,-
ERR3826249,PRJEB32286,SAMEA5672610,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826249/HICF0397_395947.pe.markdup.bam,HICF0397,ERS3476614,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826250,PRJEB32286,SAMEA5672611,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826250/HICF0398_396685.pe.markdup.bam,HICF0398,ERS3476615,149,R,S,S,S,R,S,S,S,S,S,-
ERR3826251,PRJEB32286,SAMEA5672612,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826251/HICF0399_396502.pe.markdup.bam,HICF0399,ERS3476616,5,R,S,S,S,R,S,S,S,S,R,-
ERR3826252,PRJEB32286,SAMEA5672613,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826252/HICF0401_396139.pe.markdup.bam,HICF0401,ERS3476617,59,R,R,S,S,R,S,S,S,S,R,-
ERR3826254,PRJEB32286,SAMEA5672615,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826254/HICF0403_397468.pe.markdup.bam,HICF0403,ERS3476619,152,R,S,R,S,S,S,S,S,S,S,-
ERR3826255,PRJEB32286,SAMEA5672616,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826255/HICF0406_397225.pe.markdup.bam,HICF0406,ERS3476620,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826256,PRJEB32286,SAMEA5672617,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826256/HICF0408_396283.pe.markdup.bam,HICF0408,ERS3476621,59,R,S,S,S,S,S,S,S,S,R,-
ERR3826257,PRJEB32286,SAMEA5672618,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826257/HICF0409_397615.pe.markdup.bam,HICF0409,ERS3476622,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826258,PRJEB32286,SAMEA5672619,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826258/HICF0410_396748.pe.markdup.bam,HICF0410,ERS3476623,45,R,-,-,-,-,-,-,-,-,-,-
ERR3826259,PRJEB32286,SAMEA5672620,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826259/HICF0411rpt1_506220.pe.markdup.bam,HICF0411,ERS3476624,1,R,S,S,S,R,S,S,S,S,S,-
ERR3826260,PRJEB32286,SAMEA5672621,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826260/HICF0413_397633.pe.markdup.bam,HICF0413,ERS3476625,59,R,R,S,S,R,S,S,S,S,R,-
ERR3826261,PRJEB32286,SAMEA5672622,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826261/HICF0414_395917.pe.markdup.bam,HICF0414,ERS3476626,22,R,R,S,S,S,R,S,S,S,R,-
ERR3826262,PRJEB32286,SAMEA5672623,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826262/HICF0415_396442.pe.markdup.bam,HICF0415,ERS3476627,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826263,PRJEB32286,SAMEA5672624,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826263/HICF0416_396649.pe.markdup.bam,HICF0416,ERS3476628,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826264,PRJEB32286,SAMEA5672625,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826264/HICF0417_396838.pe.markdup.bam,HICF0417,ERS3476629,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826265,PRJEB32286,SAMEA5672626,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826265/HICF0418_397066.pe.markdup.bam,HICF0418,ERS3476630,22,R,R,R,S,R,S,S,S,S,R,-
ERR3826266,PRJEB32286,SAMEA5672627,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826266/HICF0419_395941.pe.markdup.bam,HICF0419,ERS3476631,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826267,PRJEB32286,SAMEA5672628,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826267/HICF0420_397540.pe.markdup.bam,HICF0420,ERS3476632,59,R,-,-,-,-,-,-,-,-,-,-
ERR3826268,PRJEB32286,SAMEA5672629,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826268/HICF0421_396151.pe.markdup.bam,HICF0421,ERS3476633,72,R,S,S,S,S,S,S,S,S,S,-
ERR3826270,PRJEB32286,SAMEA5672631,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826270/HICF0423_396964.pe.markdup.bam,HICF0423,ERS3476635,72,R,S,R,S,R,S,S,S,S,S,-
ERR3826271,PRJEB32286,SAMEA5672632,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826271/HICF0424_397009.pe.markdup.bam,HICF0424,ERS3476636,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826272,PRJEB32286,SAMEA5672633,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826272/HICF0426_397531.pe.markdup.bam,HICF0426,ERS3476637,105,R,R,S,S,R,S,S,S,S,R,-
ERR3826273,PRJEB32286,SAMEA5672634,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826273/HICF0427_397525.pe.markdup.bam,HICF0427,ERS3476638,88,R,S,S,S,S,S,S,S,S,R,-
ERR3826274,PRJEB32286,SAMEA5672635,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826274/HICF0428_396154.pe.markdup.bam,HICF0428,ERS3476639,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826275,PRJEB32286,SAMEA5672636,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826275/HICF0429_396469.pe.markdup.bam,HICF0429,ERS3476640,398,R,S,R,S,S,S,S,S,S,R,-
ERR3826276,PRJEB32286,SAMEA5672637,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826276/HICF0430_396724.pe.markdup.bam,HICF0430,ERS3476641,149,R,S,S,S,R,S,S,S,S,S,-
ERR3826277,PRJEB32286,SAMEA5672638,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826277/HICF0431_396604.pe.markdup.bam,HICF0431,ERS3476642,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826278,PRJEB32286,SAMEA5672639,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826278/HICF0433_396082.pe.markdup.bam,HICF0433,ERS3476643,8,R,R,S,S,S,S,S,S,S,R,-
ERR3826279,PRJEB32286,SAMEA5672640,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826279/HICF0434_395797.pe.markdup.bam,HICF0434,ERS3476644,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826280,PRJEB32286,SAMEA5672641,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826280/HICF0435_397432.pe.markdup.bam,HICF0435,ERS3476645,105,R,R,S,S,S,S,S,S,S,R,-
ERR3826281,PRJEB32286,SAMEA5672642,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826281/HICF0436_397597.pe.markdup.bam,HICF0436,ERS3476646,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826282,PRJEB32286,SAMEA5672643,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826282/HICF0439_396616.pe.markdup.bam,HICF0439,ERS3476647,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826283,PRJEB32286,SAMEA5672644,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826283/HICF0440_397417.pe.markdup.bam,HICF0440,ERS3476648,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826284,PRJEB32286,SAMEA5672645,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826284/HICF0441_397339.pe.markdup.bam,HICF0441,ERS3476649,121,R,R,S,R,S,R,S,S,S,R,-
ERR3826285,PRJEB32286,SAMEA5672646,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826285/HICF0442_397510.pe.markdup.bam,HICF0442,ERS3476650,22,R,R,S,S,S,S,S,S,S,R,-
