Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,sub_species
SRR17179298,WGS,302,2310089204,PRJNA787062,SAMN23768631,Pathogen.cl,771166470,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362542,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,20,Human blood sample,7.0504 N 38.4955 E,20,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,20,SRP349950,Not appllicable,
SRR17179299,WGS,302,1871412460,PRJNA787062,SAMN23768647,Pathogen.cl,642828184,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra,realign,wgmlst_sig","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13362541,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,43,Human blood sample,7.0504 N 38.4955 E,43,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,43,SRP349950,Not appllicable,
SRR17179300,WGS,302,2223470168,PRJNA787062,SAMN23768646,Pathogen.cl,748043592,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362540,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,42,Human blood sample,7.0504 N 38.4955 E,42,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,42,SRP349950,Not appllicable,
SRR17179301,WGS,302,1873345260,PRJNA787062,SAMN23768918,Pathogen.cl,593880506,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362539,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,380,Human blood sample,8.9806 N 38.7578 E,380,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,380,SRP349950,Not appllicable,
SRR17179302,WGS,302,1647644654,PRJNA787062,SAMN23768645,Pathogen.cl,557261035,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra,wgmlst_sig,realign","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13362538,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,41,Human blood sample,7.0504 N 38.4955 E,41,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,41,SRP349950,Not appllicable,
SRR17179303,WGS,302,1924800322,PRJNA787062,SAMN23768621,Pathogen.cl,648727387,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362537,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,4,Human blood sample,7.0504 N 38.4955 E,4,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,4,SRP349950,Not appllicable,
SRR17179304,WGS,302,2852645190,PRJNA787062,SAMN23768917,Pathogen.cl,897716982,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362536,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,379,Human blood sample,8.9806 N 38.7578 E,379,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,379,SRP349950,Not appllicable,
SRR17179305,WGS,302,2603679712,PRJNA787062,SAMN23768916,Pathogen.cl,839885134,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,fastq,sra,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13362535,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,378,Human blood sample,8.9806 N 38.7578 E,378,PAIRED,RANDOM,GENOMIC,Salmonella enterica,ILLUMINA,2022-07-18T00:00:00Z,378,SRP349950,Not appllicable,
SRR17179306,WGS,302,1869580226,PRJNA787062,SAMN23768915,Pathogen.cl,595089851,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362534,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,377,Human blood sample,8.9806 N 38.7578 E,377,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,377,SRP349950,Not appllicable,
SRR17179307,WGS,302,2003780268,PRJNA787062,SAMN23768914,Pathogen.cl,630286143,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362533,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,376,Human blood sample,8.9806 N 38.7578 E,376,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,376,SRP349950,Not appllicable,
SRR17179308,WGS,302,1742031130,PRJNA787062,SAMN23768913,Pathogen.cl,559108657,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362532,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,375,Human blood sample,8.9806 N 38.7578 E,375,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,375,SRP349950,Not appllicable,
SRR17179309,WGS,302,2312313132,PRJNA787062,SAMN23768912,Pathogen.cl,743658786,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362531,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,371,Human blood sample,8.9806 N 38.7578 E,371,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,371,SRP349950,Not appllicable,
SRR17179310,WGS,302,1744130634,PRJNA787062,SAMN23768911,Pathogen.cl,556219066,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362530,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,368,Human blood sample,8.9806 N 38.7578 E,368,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,368,SRP349950,Not appllicable,
SRR17179311,WGS,302,1479887580,PRJNA787062,SAMN23768723,Pathogen.cl,467423426,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362529,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,366,Human blood sample,8.9806 N 38.7578 E,366,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,366,SRP349950,Not appllicable,
SRR17179312,WGS,302,1455000062,PRJNA787062,SAMN23768722,Pathogen.cl,466214366,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362528,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,365,Human blood sample,8.9806 N 38.7578 E,365,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,365,SRP349950,Not appllicable,
SRR17179313,WGS,302,2008007664,PRJNA787062,SAMN23768697,Pathogen.cl,643870452,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"wgmlst_sig,fastq,realign,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13362527,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,364,Human blood sample,8.9806 N 38.7578 E,364,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,364,SRP349950,Not appllicable,
SRR17179314,WGS,302,1666743436,PRJNA787062,SAMN23768644,Pathogen.cl,563017704,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362526,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,40,Human blood sample,7.0504 N 38.4955 E,40,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,40,SRP349950,Not appllicable,
SRR17179315,WGS,302,2760876752,PRJNA787062,SAMN23768696,Pathogen.cl,861055572,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,realign,sra,wgmlst_sig","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13362525,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,363,Human blood sample,8.9806 N 38.7578 E,363,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,363,SRP349950,Not appllicable,
SRR17179316,WGS,302,2032829950,PRJNA787062,SAMN23768910,Pathogen.cl,646027413,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362524,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,358,Human blood sample,8.9806 N 38.7578 E,358,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,358,SRP349950,Not appllicable,
SRR17179317,WGS,302,1076219280,PRJNA787062,SAMN23768695,Pathogen.cl,349074283,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,sra,wgmlst_sig,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13362523,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,357,Human blood sample,8.9806 N 38.7578 E,357,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,357,SRP349950,Not appllicable,
SRR17179318,WGS,302,1155496696,PRJNA787062,SAMN23768909,Pathogen.cl,372012248,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362522,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,354,Human blood sample,8.9806 N 38.7578 E,354,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,354,SRP349950,Not appllicable,
SRR17179319,WGS,302,1879318216,PRJNA787062,SAMN23768908,Pathogen.cl,612669385,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13362521,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,353,Human blood sample,8.9806 N 38.7578 E,353,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,353,SRP349950,Not appllicable,
SRR17179320,WGS,302,1146359686,PRJNA787062,SAMN23768694,Pathogen.cl,372675875,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,wgmlst_sig,realign,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13362520,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,350,Human blood sample,8.9806 N 38.7578 E,350,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,350,SRP349950,Not appllicable,
SRR17179321,WGS,302,3415544198,PRJNA787062,SAMN23768907,Pathogen.cl,1059684554,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362519,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,348,Human blood sample,8.9806 N 38.7578 E,348,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,348,SRP349950,Not appllicable,
SRR17179322,WGS,302,4335703166,PRJNA787062,SAMN23768906,Pathogen.cl,1341070838,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362518,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,347,Human blood sample,8.9806 N 38.7578 E,347,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,347,SRP349950,Not appllicable,
SRR17179323,WGS,302,1928944668,PRJNA787062,SAMN23768905,Pathogen.cl,689449069,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362517,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,346,Human blood sample,8.9806 N 38.7578 E,346,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,346,SRP349950,Not appllicable,
SRR17179324,WGS,302,2382136740,PRJNA787062,SAMN23768904,Pathogen.cl,779596188,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362516,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,345,Human blood sample,8.9806 N 38.7578 E,345,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,345,SRP349950,Not appllicable,
SRR17179325,WGS,302,1885419220,PRJNA787062,SAMN23768643,Pathogen.cl,636474735,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq,realign,wgmlst_sig","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13362515,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,38,Human blood sample,7.0504 N 38.4955 E,38,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,38,SRP349950,Not appllicable,
SRR17179326,WGS,302,1807619792,PRJNA787062,SAMN23768721,Pathogen.cl,570789822,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362514,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,344,Human blood sample,8.9806 N 38.7578 E,344,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,344,SRP349950,Not appllicable,
SRR17179327,WGS,302,1615369008,PRJNA787062,SAMN23768720,Pathogen.cl,549611307,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362513,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,343,Human blood sample,8.9806 N 38.7578 E,343,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,343,SRP349950,Not appllicable,
SRR17179328,WGS,302,2150663404,PRJNA787062,SAMN23768903,Pathogen.cl,724752687,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362512,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,342,Human blood sample,8.9806 N 38.7578 E,342,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,342,SRP349950,Not appllicable,
SRR17179329,WGS,302,2718200528,PRJNA787062,SAMN23768902,Pathogen.cl,865060173,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13362511,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,340,Human blood sample,8.9806 N 38.7578 E,340,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,340,SRP349950,Not appllicable,
SRR17179330,WGS,302,2803033536,PRJNA787062,SAMN23768719,Pathogen.cl,875235951,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362510,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,338,Human blood sample,8.9806 N 38.7578 E,338,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,338,SRP349950,Not appllicable,
SRR17179331,WGS,302,988361742,PRJNA787062,SAMN23768799,Pathogen.cl,315981514,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362509,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,205,Human blood sample,11.8 N 39.38 E,205,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,205,SRP349950,Not appllicable,
SRR17179332,WGS,302,1421676778,PRJNA787062,SAMN23768716,Pathogen.cl,454205192,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362508,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,203,Human blood sample,11.8 N 39.38 E,203,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,203,SRP349950,Not appllicable,
SRR17179333,WGS,302,1451971606,PRJNA787062,SAMN23768715,Pathogen.cl,461258517,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362507,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,202,Human blood sample,11.8 N 39.38 E,202,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,202,SRP349950,Not appllicable,
SRR17179334,WGS,302,1086071426,PRJNA787062,SAMN23768798,Pathogen.cl,348858704,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362506,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,201,Human blood sample,11.8 N 39.38 E,201,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,201,SRP349950,Not appllicable,
SRR17179335,WGS,302,1684131992,PRJNA787062,SAMN23768682,Pathogen.cl,531711543,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,sra,wgmlst_sig,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13362505,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,200,Human blood sample,11.8 N 39.38 E,200,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,200,SRP349950,Not appllicable,
SRR17179336,WGS,302,1256243594,PRJNA787062,SAMN23768797,Pathogen.cl,397936095,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,wgmlst_sig,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13362504,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,199,Human blood sample,11.8 N 39.38 E,199,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,199,SRP349950,Not appllicable,
SRR17179337,WGS,302,1005407226,PRJNA787062,SAMN23768796,Pathogen.cl,321756529,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362503,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,198,Human blood sample,11.8 N 39.38 E,198,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,198,SRP349950,Not appllicable,
SRR17179338,WGS,302,1031962388,PRJNA787062,SAMN23768795,Pathogen.cl,329255606,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362502,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,197,Human blood sample,11.8 N 39.38 E,197,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,197,SRP349950,Not appllicable,
SRR17179339,WGS,302,2023197358,PRJNA787062,SAMN23768681,Pathogen.cl,696583420,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"wgmlst_sig,realign,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13362501,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,196,Human blood sample,11.8 N 39.38 E,196,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,196,SRP349950,Not appllicable,
SRR17179340,WGS,302,1670728628,PRJNA787062,SAMN23768794,Pathogen.cl,524446418,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362500,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,195,Human blood sample,11.8 N 39.38 E,195,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,195,SRP349950,Not appllicable,
SRR17179341,WGS,302,1816207766,PRJNA787062,SAMN23768630,Pathogen.cl,612851496,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,wgmlst_sig,sra,realign","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13362499,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,19,Human blood sample,7.0504 N 38.4955 E,19,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,19,SRP349950,Not appllicable,
SRR17179342,WGS,302,1243902666,PRJNA787062,SAMN23768793,Pathogen.cl,398535238,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362498,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,194,Human blood sample,11.8 N 39.38 E,194,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,194,SRP349950,Not appllicable,
SRR17179343,WGS,302,1317967260,PRJNA787062,SAMN23768792,Pathogen.cl,418737722,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362497,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,193,Human blood sample,11.8 N 39.38 E,193,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,193,SRP349950,Not appllicable,
SRR17179344,WGS,302,1571916644,PRJNA787062,SAMN23768791,Pathogen.cl,501229879,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362496,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,191,Human blood sample,8.9806 N 38.7578 E,191,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,191,SRP349950,Not appllicable,
SRR17179345,WGS,302,1761480232,PRJNA787062,SAMN23768680,Pathogen.cl,556607196,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,wgmlst_sig,realign,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13362495,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,190,Human blood sample,8.9806 N 38.7578 E,190,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,190,SRP349950,Not appllicable,
SRR17179346,WGS,302,1554102872,PRJNA787062,SAMN23768679,Pathogen.cl,490243259,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,wgmlst_sig,realign,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13362494,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,189,Human blood sample,8.9806 N 38.7578 E,189,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,189,SRP349950,Not appllicable,
